ADSID,IBRA_REGION,LONGITUDE,LATITUDE,SITE,SITE_TYPE,LAB_CODE,AGE,ERROR,C13_AGE,C13_ERROR,MATERIAL,MATERIAL_TOP_LEVEL,CONTEXT,DEPTH_FROM_SURFACE_CM,METHOD,TECHNIQUE,Data pertinent for time-series analysis or calibration,Open or Closed Site,Directly Related to occupation? Yes/Unknown,SOURCE,NOTES,RECORD_SOURCE,DATE_ISSUES,AGE_NORM,ADDITIONAL_DATA_ISSUES,
14261,Victoria Bonaparte,131.34,-15.13,Garnwala 2,Rockshelter,ANU-11760,2400,670,,,Charcoal,Charcoal,"Sq. Q28, spit 5, layer IV",12.8,Radiocarbon,,Terrestrial,Closed,U,"Clarkson, 2007","Clarkson (2007) states that artefact peaks occur at Spit 9 and 19, with the first points appearing at Spit 12. He goes onto to state three distinct phases can be identified layers I and II are <200 years, layer III is between 200 and 2, 920 C14 BP, and layer IV is >2,920 - >13,000 C14 BP.",c14,,2400,,
14262,Victoria Bonaparte,131.34,-15.13,Garnwala 2,Rockshelter,OZD-430,2450,50,,,Charcoal,Charcoal,"Sq. Q28, spit 9, layer III",22.6,Radiocarbon,,Unusuable,Closed,N,"Clarkson, 2007","Clarkson (2007) suggests that the AMS dates are erroneus due to small Charcoal particles being moved through the profile. Clarkson (2007) states that artefact peaks occur at Spit 9 and 19, with the first points appearing at Spit 12. He goes onto to state three distinct phases can be identified layers I and II are <200 years, layer III is between 200 and 2, 920 C14 BP, and layer IV is >2,920 - >13,000 C14 BP.",c14,Date is considered erroneous - see Notes,2450,,
14263,Victoria Bonaparte,131.34,-15.13,Garnwala 2,Rockshelter,Wk-9251,2517,68,,,Charcoal,Charcoal,"Sq. Q28, spit 15, layer IV",48,Radiocarbon,,Unusuable,Closed,N,"Clarkson, 2007","Clarkson (2007) suggests that the AMS dates are erroneus due to small Charcoal particles being moved through the profile. Clarkson (2007) states that artefact peaks occur at Spit 9 and 19, with the first points appearing at Spit 12. He goes onto to state three distinct phases can be identified layers I and II are <200 years, layer III is between 200 and 2, 920 C14 BP, and layer IV is >2,920 - >13,000 C14 BP.",c14,Date is considered erroneous - see Notes,2517,,
14264,Victoria Bonaparte,131.34,-15.13,Garnwala 2,Rockshelter,OZD-433,2610,50,,,Charcoal,Charcoal,"Sq. Q28, spit 23, layer IV",89.6,Radiocarbon,,Unusuable,Closed,N,"Clarkson, 2007","Clarkson (2007) suggests that the AMS dates are erroneus due to small Charcoal particles being moved through the profile. Clarkson (2007) states that artefact peaks occur at Spit 9 and 19, with the first points appearing at Spit 12. He goes onto to state three distinct phases can be identified layers I and II are <200 years, layer III is between 200 and 2, 920 C14 BP, and layer IV is >2,920 - >13,000 C14 BP.",c14,Date is considered erroneous - see Notes,2610,,
14265,Victoria Bonaparte,131.34,-15.13,Garnwala 2,Rockshelter,Wk-9252,2751,60,,,Charcoal,Charcoal,"Sq. P27, spit 14, layer IV",35,Radiocarbon,,Unusuable,Closed,N,"Clarkson, 2007","Clarkson (2007) suggests that the AMS dates are erroneus due to small Charcoal particles being moved through the profile. Clarkson (2007) states that artefact peaks occur at Spit 9 and 19, with the first points appearing at Spit 12. He goes onto to state three distinct phases can be identified layers I and II are <200 years, layer III is between 200 and 2, 920 C14 BP, and layer IV is >2,920 - >13,000 C14 BP.",c14,Date is considered erroneous - see Notes,2751,,
14266,Victoria Bonaparte,131.34,-15.13,Garnwala 2,Rockshelter,NZA-4626,2755,67,,,Charcoal,Charcoal,"Sq. Q28, spit 13, layer III/IV",39.3,Radiocarbon,,Unusuable,Closed,N,"Clarkson, 2007; Clarkson & David, 1995","Clarkson (2007) suggests that the AMS dates are erroneus due to small Charcoal particles being moved through the profile. Clarkson (2007) states that artefact peaks occur at Spit 9 and 19, with the first points appearing at Spit 12. He goes onto to state three distinct phases can be identified layers I and II are <200 years, layer III is between 200 and 2, 920 C14 BP, and layer IV is >2,920 - >13,000 C14 BP.",c14,Date is considered erroneous - see Notes,2755,,
14267,Victoria Bonaparte,131.34,-15.13,Garnwala 2,Rockshelter,Beta-66434,2920,120,,,Charcoal,Charcoal,"Sq. Q28, spit 12, layer III",34.7,Radiocarbon,,Terrestrial,Closed,U,"Clarkson, 2007; Clarkson & David, 1995","Clarkson (2007) states that artefact peaks occur at Spit 9 and 19, with the first points appearing at Spit 12. He goes onto to state three distinct phases can be identified layers I and II are <200 years, layer III is between 200 and 2, 920 C14 BP, and layer IV is >2,920 - >13,000 C14 BP.",c14,,2920,,
14268,Victoria Bonaparte,131.34,-15.13,Garnwala 2,Rockshelter,ANU-11268,3850,470,,,Charcoal,Charcoal,"Sq. Q28, spit 17/18, layer IV",55,Radiocarbon,,Terrestrial,Closed,U,"Clarkson, 2007","Clarkson (2007) states that artefact peaks occur at Spit 9 and 19, with the first points appearing at Spit 12. He goes onto to state three distinct phases can be identified layers I and II are <200 years, layer III is between 200 and 2, 920 C14 BP, and layer IV is >2,920 - >13,000 C14 BP.",c14,,3850,,
14269,Victoria Bonaparte,131.34,-15.13,Garnwala 2,Rockshelter,Wk-9253,5227,62,,,Charcoal,Charcoal,"Sq. P28, spit 13, layer IV",34.2,Radiocarbon,,Unusuable,Closed,N,"Clarkson, 2007","Clarkson (2007) suggests that the AMS dates are erroneus due to small Charcoal particles being moved through the profile. Clarkson (2007) states that artefact peaks occur at Spit 9 and 19, with the first points appearing at Spit 12. He goes onto to state three distinct phases can be identified layers I and II are <200 years, layer III is between 200 and 2, 920 C14 BP, and layer IV is >2,920 - >13,000 C14 BP.",c14,Date is considered erroneous - see Notes,5227,,
14270,Victoria Bonaparte,131.34,-15.13,Garnwala 2,Rockshelter,ANU-11367,5670,200,,,Charcoal,Charcoal,"Sq. Q27, spit 13, layer IV",46,Radiocarbon,,Terrestrial,Closed,U,"Clarkson, 2007","Clarkson (2007) states that artefact peaks occur at Spit 9 and 19, with the first points appearing at Spit 12. He goes onto to state three distinct phases can be identified layers I and II are <200 years, layer III is between 200 and 2, 920 C14 BP, and layer IV is >2,920 - >13,000 C14 BP.",c14,,5670,,
14271,Victoria Bonaparte,131.34,-15.13,Garnwala 2,Rockshelter,Wk-3571,8984,98,,,Charcoal,Charcoal,"Sq. Q28, spit 20, layer IV",68.5,Radiocarbon,,Terrestrial,Closed,U,"Clarkson, 2007","Clarkson (2007) states that artefact peaks occur at Spit 9 and 19, with the first points appearing at Spit 12. He goes onto to state three distinct phases can be identified layers I and II are <200 years, layer III is between 200 and 2, 920 C14 BP, and layer IV is >2,920 - >13,000 C14 BP.",c14,,8984,,
14272,Victoria Bonaparte,131.34,-15.13,Garnwala 2,Rockshelter,OZD-432,9450,110,,,Charcoal,Charcoal,"Sq. Q28, spit 19, layer IV",62.5,Radiocarbon,,Unusuable,Closed,N,"Clarkson, 2007","Clarkson (2007) suggests that the AMS dates are erroneus due to small Charcoal particles being moved through the profile. Clarkson (2007) states that artefact peaks occur at Spit 9 and 19, with the first points appearing at Spit 12. He goes onto to state three distinct phases can be identified layers I and II are <200 years, layer III is between 200 and 2, 920 C14 BP, and layer IV is >2,920 - >13,000 C14 BP.",c14,Date is considered erroneous - see Notes,9450,,
14273,Victoria Bonaparte,131.34,-15.13,Garnwala 2,Rockshelter,NZA-4627,10164,92,,,Charcoal,Charcoal,"Sq. Q28, spit 17, layer IV",54.2,Radiocarbon,,Unusuable,Closed,N,"Clarkson, 2007; Clarkson & David, 1995","Clarkson (2007) suggests that the AMS dates are erroneus due to small Charcoal particles being moved through the profile. Clarkson (2007) states that artefact peaks occur at Spit 9 and 19, with the first points appearing at Spit 12. He goes onto to state three distinct phases can be identified layers I and II are <200 years, layer III is between 200 and 2, 920 C14 BP, and layer IV is >2,920 - >13,000 C14 BP. Clarkson, 1995 refers to this date as 10, 256 +/- 92, which is slightly different to Clarkson 2007 presented here.",c14,Date is considered erroneous - see Notes,10164,,
14274,Victoria Bonaparte,129.18,-15.44,Goorurarmum (Goor-2),Rockshelter,Wk-10782,286,71,,,Charcoal,Charcoal,Spit 11,27,Radiocarbon,,Terrestrial,Closed,U,"Ward et al., 2006","Excavations recovered 653 artefacts (including 161 whole flakes and 10 stone points) and 16 pieces of ochre. Artefacts per litre appear generally consistent from their appearance at 30-35 cm (>300 yrs BP). A small decrease occurs at 15-20 cm (approx 300-500 yrs BP) before an increase to modern deposits). These dates need to be compared with OSL/TL dates undertaken as part of this study. In general, the study found unifacial/bifacial points occurred in the sandsheets (open site here) <3680 and >2100 yr BP and before 900 BP in the rockshelters. Sandsheets revealed occupation much earlier than the rockshelters - Goorurarmum sand sheet reveals the lowest artefact and ochre just below 14,300 +/- 400 yr BP (OSL), versus the rockshelter, which shows basal ages of 600 +/ 200 yr BP. In Karlinga, stone artefacts are recovered from the sand sheet at about 19,000 yr BP versus the rockshelter at <4,100 yr BP.",c14,,286,,
14275,Victoria Bonaparte,131.21,-15.3,Gordolya,Rockshelter,Beta-68162,340,50,,,Charcoal,Charcoal,"Sq. M25, spit 7, layer Ib",19,Radiocarbon,,Terrestrial,Closed,U,"Clarkson, 2007; David et al. 1995","Clarkson (2007) states that layer I occurs between 5,300 (cal BP) to present, layer II is generally absent, layer III begins around 8,000 (cal BP) and layer IV began around 12,500 (cal BP). Bone is abundant, but peaks in Spit 11/Sq. M24; charcoal peaks at Spits 3 and 6/Sq. M25, spit 10/Sq. N24, and spits 3 and 6/Sq. M25 - followed by decline with depth. Ochre reveals a peak at spit 2/Sq. M24, spits 11 and 16/Sq. M25 and spits 1 and 17/Sq. N25. Stone artefacts peaked at Spit 13/Sq. M24, spit 15/Sq. M25, spit 15/Sq. N25 and spits 14 and 10/Sq. N24. David et al suggest that this date comes from XU 7 (layer II) and within a hearth. David et al quotes a date of 300 +/- 50 (C13 corrected)",c14,,340,,
14276,Victoria Bonaparte,131.21,-15.3,Gordolya,Rockshelter,ANU-11760,2070,80,,,Charcoal,Charcoal,"Sq. M25, spit 9, layer Ic",24.2,Radiocarbon,,Terrestrial,Closed,U,"Clarkson, 2007","Clarkson (2007) states that layer I occurs between 5,300 (cal BP) to present, layer II is generally absent, layer III begins around 8,000 (cal BP) and layer IV began around 12,500 (cal BP). Bone is abundant, but peaks in Spit 11/Sq. M24; charcoal peaks at Spits 3 and 6/Sq. M25, spit 10/Sq. N24, and spits 3 and 6/Sq. M25 - followed by decline with depth. Ochre reveals a peak at spit 2/Sq. M24, spits 11 and 16/Sq. M25 and spits 1 and 17/Sq. N25. Stone artefacts peaked at Spit 13/Sq. M24, spit 15/Sq. M25, spit 15/Sq. N25 and spits 14 and 10/Sq. N24.",c14,,2070,,
14277,Victoria Bonaparte,131.21,-15.3,Gordolya,Rockshelter,ANU-11761,3840,70,,,Charcoal,Charcoal,"Sq. N25, spit 16, layer III",47.6,Radiocarbon,,Terrestrial,Closed,U,"Clarkson, 2007","Clarkson (2007) states that layer I occurs between 5,300 (cal BP) to present, layer II is generally absent, layer III begins around 8,000 (cal BP) and layer IV began around 12,500 (cal BP). Bone is abundant, but peaks in Spit 11/Sq. M24; charcoal peaks at Spits 3 and 6/Sq. M25, spit 10/Sq. N24, and spits 3 and 6/Sq. M25 - followed by decline with depth. Ochre reveals a peak at spit 2/Sq. M24, spits 11 and 16/Sq. M25 and spits 1 and 17/Sq. N25. Stone artefacts peaked at Spit 13/Sq. M24, spit 15/Sq. M25, spit 15/Sq. N25 and spits 14 and 10/Sq. N24.",c14,,3840,,
14278,Victoria Bonaparte,131.21,-15.3,Gordolya,Rockshelter,ANU-11262,4700,60,,,Charcoal,Charcoal,"Sq. M25, spit 11, layer Ic",30,Radiocarbon,,Terrestrial,Closed,U,"Clarkson, 2007","Clarkson (2007) states that layer I occurs between 5,300 (cal BP) to present, layer II is generally absent, layer III begins around 8,000 (cal BP) and layer IV began around 12,500 (cal BP). Bone is abundant, but peaks in Spit 11/Sq. M24; charcoal peaks at Spits 3 and 6/Sq. M25, spit 10/Sq. N24, and spits 3 and 6/Sq. M25 - followed by decline with depth. Ochre reveals a peak at spit 2/Sq. M24, spits 11 and 16/Sq. M25 and spits 1 and 17/Sq. N25. Stone artefacts peaked at Spit 13/Sq. M24, spit 15/Sq. M25, spit 15/Sq. N25 and spits 14 and 10/Sq. N24.",c14,,4700,,
